-2.006325344555039525e+00,2.657585191917023693e+00,-1.310444737394503845e+00,-1.383481437429157968e+00,5.095537191819996536e-01,-5.793192751749285385e-01,5.749963135061265662e-01,-1.563243269900982391e-01,-2.859952105181582382e+00,2.954741969421140202e-01
1.667348099796323035e-01,1.605663025943031008e-01,8.461137279376385045e-01,-1.192401342931334263e+00,9.174419489448535359e-01,-9.829067272198732663e-01,1.270742690042950152e+00,1.781784918977681098e+00,-8.232468337591821728e-01,8.384624895321477478e-01
-9.794152798812004734e-01,1.419672883754696358e+00,-1.395645900173344778e+00,5.196404714077222931e-01,1.081937726148225476e+00,-1.742973695332681316e+00,-2.323003684732634078e-01,7.600809480961990827e-01,-7.747491357254465694e-01,1.785550846233748601e+00
-4.495551678416053742e-01,8.303377298986339694e-01,-1.064526676093393576e+00,-2.974941654525121715e-01,-2.065090133105271786e-01,-2.789763655540925535e-01,1.838137841085338398e+00,-7.268698955666168526e-01,4.761887034651276496e-01,1.756087698954147180e+00
-1.336888933523181944e+00,1.131661605690033046e+00,-5.760571206468434458e-01,-7.369303676973222306e-01,1.119289275524200100e-01,2.561683006971938736e-01,2.624445596403801595e+00,1.987715975030722060e+00,4.952874559426498902e-01,4.059098957091601401e-01
-5.824933943028910432e-01,-6.576493165456336332e-01,1.708245740868420404e-01,2.214782247699720319e-02,-3.466161722476931439e-01,-1.191508650900799271e+00,1.200020674063700499e+00,8.841486945524945629e-01,-1.404286969854580569e+00,1.025808942790069622e-01
2.164101890451360921e-01,1.168928892939420372e+00,-5.427814556611505470e-01,-9.167249713012669554e-01,1.630953881317410703e-01,1.230502426142661143e+00,1.718598635482498360e-01,4.038692438034084953e-01,-6.522067721450636180e-01,-7.096674906285549422e-01
-3.223781217906444674e+00,-9.717470592546626484e-01,-1.757850656148368662e+00,1.469121601315280801e-01,1.382530050249898279e-01,-7.118936695186217634e-01,4.869171578758815233e-01,4.323891631059753049e-01,-3.945179125157134981e-01,2.349097144257272340e+00
-7.452273322156595103e-01,-1.050751323557658434e+00,-1.319772026015185951e+00,-1.375774692478525019e+00,1.149985306038209698e+00,-6.134971810341445231e-01,-3.020354678997821951e-01,1.149380263570467520e+00,-8.179418068871128211e-01,4.554320306684847552e-01
4.805202336345930636e-01,1.435586339397343814e+00,4.476689178843301642e-01,-2.458645706118438024e-01,3.208893202996673244e-01,-1.835684616615879561e+00,-1.275020509189325191e-01,9.634183484944200959e-01,-1.403541635870207749e+00,5.767368660593524821e-02
-1.183301836201743118e+00,2.028482995203965800e+00,2.071604413542649237e-01,1.434654923811007343e-02,3.444418296319317618e-01,7.887751642137785790e-01,-1.491142751391919541e-01,-5.700346800791318280e-01,-3.151917433281460346e-01,7.739844811842481187e-01
-4.256726792720005315e-01,1.679136376552576637e+00,-3.187275567360548512e-01,-7.472359602648279697e-01,-6.662758438465099520e-02,-1.440144567941033404e+00,1.079565046247328075e+00,6.424096315133520640e-04,-2.587976315452837905e-01,4.080725568972792816e-01
-1.086408237823097256e+00,3.633010894803028190e+00,-1.091508337631441394e+00,-7.655878396440271016e-01,1.981319484584336821e-01,3.454598231397421060e-02,-2.361111451435452535e-01,1.707381907637628426e-02,-1.343678568251012728e-01,-1.226051015406881550e-02
-6.915611474023435346e-01,9.875518537281452458e-02,1.366917304197618810e+00,8.024083884894006591e-02,-1.009567581646463319e-01,7.360536619024711236e-01,4.759963418650451916e-01,3.044206146619909958e-02,2.160966617257011890e+00,3.696913902912646877e-01
-1.597033487971960986e+00,1.151419666270199205e+00,-5.988883761197377753e-02,-6.904499725378990815e-01,-2.186746138761683778e-01,7.755510317149967303e-01,1.307018684345944592e+00,1.053118345200129369e+00,-2.120609710536857317e+00,-2.337428299201726123e+00
-4.941207507556920064e-01,2.044401161458722527e+00,-2.384357946758131064e-02,4.390372798504516005e-03,-5.458180029533261646e-01,-2.285470251681306131e+00,1.118923958521738093e+00,1.262648969247762043e+00,-7.869523210657853873e-01,1.226129191732587831e-01
-6.099826617477716040e-01,2.440071508681548096e+00,-1.704952234582665094e-01,6.131980353887647173e-01,9.372387465492657554e-01,-9.966269233389634108e-01,1.923275334634679812e+00,1.675124171659607031e+00,-1.686096538021782054e+00,1.880302441026255877e+00
-1.447094126395187530e+00,1.666315272392879798e+00,-8.095695000373613892e-01,-1.579559498336657430e+00,2.177659840223956422e+00,1.262363150279284252e+00,-1.321631301459981644e+00,2.667761876970773827e+00,-3.662886064519809137e-01,1.998685400640066279e+00
8.202728076123557699e-01,-6.698483542384112699e-01,-5.221894145006030774e-01,-9.292697461466490338e-01,-1.188603188482020512e+00,-4.042284701405778891e-01,4.934025652891746438e-01,5.407548669649078210e-01,-3.207770235206013343e-01,1.523343189107025930e+00
7.062317057163196576e-01,2.277700929801547147e-01,1.221666814312527327e+00,-3.291746801876344053e-02,1.241759131298921570e+00,-1.428303693784005457e+00,2.026209436192562663e+00,4.158728392250967132e-01,-1.560681775002926708e-01,-7.880494354856848460e-02
1.480681531426970565e-01,6.390463926345735235e-02,2.783643620250326745e-01,-1.155612442370428372e+00,1.542394903898647973e+00,-2.838712287489337793e-01,5.777382637196201154e-01,5.189694620564361260e-01,-1.563382004162185535e+00,-1.285588145783006064e+00
